reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
7f9b4873-6130-4c56-b5dd-c7a37bab230c,Muthu Selvam,https://play-lh.googleusercontent.com/a-/ALV-UjVUwsxt7GMvqH9roUxwctmmI_SrnJs6C5ODItRYXK9uMKGUkP5P,Best,5,0,,2026-06-16 17:06:50,"Hi, Thanks so much for your feedback! We’re really glad you enjoyed our product & service; we’ve found it’s a definite customer favorite! Thanks again for the review and for being such a great customer.",2026-06-16 17:25:20,
6bc3406c-e226-417c-9e49-99c3a634388e,Yoges Waran,https://play-lh.googleusercontent.com/a/ACg8ocIcO3zxxj66zDqTsxl0pjpeMtk3zcER7soYFwNEJZzY07JqkA=mo,look,5,0,,2026-06-16 17:06:34,"Hi, We can’t thank you enough for the kind words about product & service. Your review means a lot to us and lets us know we’re on the right track! Looking forward to seeing you again soon and thanks again!",2026-06-16 17:25:05,
88c766e2-a396-409d-8732-c4dbb2ee9a21,Krishna Gour,https://play-lh.googleusercontent.com/a-/ALV-UjVSGiHpq-qjpN1r76Qz2y_U75U9WjhqET2PJspPe8qMrXjYDunn,🥰🥰🥰🥰,5,0,28.1,2026-06-16 17:05:43,"Hi, We can’t thank you enough for the kind words about product & service. Your review means a lot to us and lets us know we’re on the right track! Looking forward to seeing you again soon and thanks again!",2026-06-16 17:25:13,28.1
53f5d8f7-2bea-49e0-837c-1f7c938a9636,Sangita Damodare,https://play-lh.googleusercontent.com/a/ACg8ocLVhnSUCcYp_Z8snomSTN0z3SYZe4Iv8R_OL0bC_8L_sh3tWQ=mo,very bad,2,0,,2026-06-16 17:04:27,"Hi, we appreciate your concern in bringing this to our notice and this is not the standards which we have set at Meesho. Please fill this form: https://bit.ly/3BqCWC2 and share your details, so that our team can resolve your concern. This makes us all the more keener to ensure this instance doesn’t repeat.",2026-06-16 17:25:30,
935f7c0c-668f-4e03-b0ab-97503fd74221,Manasa Udupa,https://play-lh.googleusercontent.com/a/ACg8ocK2BTqTZ_KDiL_L0W9TVE_T6_G6tr-rFa81qd2PGx2-9JL1Ig=mo,ytituuutyf n,5,0,,2026-06-16 17:01:40,"Hi, Wow, we were blown away by your positive words, we really appreciate the time you took to write such a detailed review! Thanks again!",2026-06-16 17:25:28,
d825b2db-a98f-4917-b546-ae8406991137,Neelambike Bandihal,https://play-lh.googleusercontent.com/a/ACg8ocIm2q5TwrlDeWReGnLO9Y_Tg3k7sCoZlHxkB-UMGcjUfrP89w=mo,"Most awaited fraud series will be exposed. Highly prohibited app, Soon it will be bank corrupted",1,0,27.6,2026-06-16 16:59:15,"Hi, thank you so much for bringing this issue to our attention and please accept our apology for the unfortunate situation. Please open this https://bit.ly/3BqCWC2 and share your details, so that our team can get back to you. Customer satisfaction is our number one priority and we request you to provide us another chance.",2026-06-16 17:25:03,27.6
3d3051b2-47fc-4743-8ce6-fe950c8d3eb2,LAKSHMI ELUMALAI,https://play-lh.googleusercontent.com/a-/ALV-UjXFHRRFIsMsuiz69UTBMVtoOCMrVFY3tGI0WP7PhqGmBA_mll4,"I have ordered many products, but all the products have been returned due to the customer not being available and wants future delivery. Note: I have received an out for delivery msg, reattempt scheduled for 24 hrs and attempted failed OTP. No one call me to get an OTP! Then how are they proceeding to return to the seller, not even getting my permission?!. Also i called the help centre (meesho), it seems AI setup, so not useful. Totally waste of time and money to purchase via meesho.",1,0,28.0,2026-06-16 16:56:54,"Hi, Thanks so much for bringing this issue to our attention and please let me apologize for the unacceptable way in which you’ve been treated. Keeping our customers happy is our number one priority and we’d like to ask you for another chance to retain you as a customer.",2026-06-16 17:25:16,28.0
eca8f4cb-1c42-4b2e-9f5c-40a4a35064ca,Hansika.dhomane Dhomane,https://play-lh.googleusercontent.com/a/ACg8ocITGS2u0ChaOAQMvJrj06RPkFCQUIE2Gdw1THNN6ploELyDQA=mo,"uuue ana,m yah aaaAa?🤩 mw",3,0,27.9,2026-06-16 16:53:33,"Hi, we are really sad to see your ratings for our app. We assure you that are working to provide the best of product and support. Please open this https://bit.ly/3BqCWC2 and share your details, so that our team can get back to you.",2026-06-16 16:55:25,27.9
d5f58c82-7b99-474f-8e16-202aa2b1b06d,Sodha Nikeetaba,https://play-lh.googleusercontent.com/a-/ALV-UjUV2E5XjGL57_KICh-f99LSbA5K7-S4VIBrFmVwd7IsZc63jHU,sabse best hai,5,0,26.6,2026-06-16 16:52:15,"Hi, Wow, we were blown away by your positive words, we really appreciate the time you took to write such a detailed review! Thanks again!",2026-06-16 16:55:14,26.6
8a3ac292-29c2-4474-9bd8-993094aca402,Sunita mahadik,https://play-lh.googleusercontent.com/a-/ALV-UjUWE41jyPxMcALk4m76ENmPtqLeHQ7DAS5VkKh_1Sf8DREuoyHDEQ,खुप छान अँप आहे.,5,0,28.0,2026-06-16 16:48:08,"Hi, We’d just like to thank you for taking the time to write this review of our product and service. Every bit of feedback like this does so much to help us out! Looking forward to seeing you again soon! We’re very grateful for customers like you and hope you stick with us for years to come! Thanks again!",2026-06-16 16:55:03,28.0
7c47012b-461f-4cb3-8015-f71a0afca277,TANUJ KUMAR DUBEY,https://play-lh.googleusercontent.com/a-/ALV-UjXVtx6Hm9kEeD2WrplynpPVjCbx_XDKaaNoT1b_16SY2PkMr3I_,good,5,0,28.1,2026-06-16 16:47:40,"Hi, Thanks so much for your feedback! We’re really glad you enjoyed our product & service; we’ve found it’s a definite customer favorite! Thanks again for the review and for being such a great customer.",2026-06-16 16:55:06,28.1
